Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_lab_noon_8014d7ee	narrator	Неон выбрала стол в самом дальнем углу, под старой лампой с зеленым абажуром, напоминавшей ей о студенческих временах.	game/game-scripts/chapters/chapter_1.rpy	587	narrator "[what]"
chapter1_lab_noon_ca1c72b6	narrator	Тишина здесь была почти абсолютной, густой и обволакивающей. Идеальное место, чтобы сосредоточиться.	game/game-scripts/chapters/chapter_1.rpy	587	narrator "[what]"
chapter1_lab_noon_e5c090f4	narrator	Она положила на стол стопку бумаги, свои заметки, дешевую ручку.	game/game-scripts/chapters/chapter_1.rpy	587	narrator "[what]"
chapter1_lab_noon_c83aefa1	narrator	Сделала глубокий вдох, пытаясь унять легкую дрожь в руках – смесь волнения и кофеина.	game/game-scripts/chapters/chapter_1.rpy	587	narrator "[what]"
chapter1_lab_noon_564d907b	narrator	Перед ней лежал чистый лист. \n Белый, как снег на вершинах за окном. \n Белый, как неизвестность, которую ей предстояло заполнить словами.	game/game-scripts/chapters/chapter_1.rpy	587	narrator "[what]"
chapter1_lab_noon_adfb82f9	narrator	Она сняла колпачок с ручки. Чернила на кончике выглядели блекло.	game/game-scripts/chapters/chapter_1.rpy	607	narrator "[what]"
chapter1_lab_noon_f53bc53f	neon	{=thoughts}С чего начать?{/thoughts}	game/game-scripts/chapters/chapter_1.rpy	609	neon "[what]"
chapter1_lab_noon_36a5f827	neon	{=thoughts}'Доклад об обнаружении и анализе аномального когерентного сигнала из сектора Дельта-4'... {/thoughts}	game/game-scripts/chapters/chapter_1.rpy	610	neon "[what]"
chapter1_lab_noon_df87d4be	narrator	Рука замерла над бумагой. Первая буква... И вдруг дешевая ручка в ее пальцах показалась до боли знакомой.	game/game-scripts/chapters/chapter_1.rpy	615	narrator "[what]"
chapter1_lab_noon_ea76749e	narrator	Примерно такие же были у них в университете. Их выдавали бесплатно на конференциях первокурсников в Цюрихе.	game/game-scripts/chapters/chapter_1.rpy	615	narrator "[what]"
chapter1_lab_noon_03659481	narrator	Только там они были синие, с неуклюжим логотипом ETH Zurich.	game/game-scripts/chapters/chapter_1.rpy	615	narrator "[what]"
chapter1_lab_noon_8590e467	narrator	Улыбка тронула ее губы, а затем исчезла, растворившись в тишине библиотеки.	game/game-scripts/chapters/chapter_1.rpy	629	narrator "[what]"
chapter1_lab_noon_538383b8	narrator	Неон постучала ручкой по столу.	game/game-scripts/chapters/chapter_1.rpy	629	narrator "[what]"
chapter1_lab_noon_badf149c	narrator	Нобелевская речь... Кто бы мог подумать тогда, что это станет так реально?	game/game-scripts/chapters/chapter_1.rpy	629	narrator "[what]"
chapter1_lab_noon_814daea3	narrator	Анна сейчас действительно работает в CERN. \n Софи, кажется, уехала в Лондон и занимается финтехом. \n А она... она здесь.	game/game-scripts/chapters/chapter_1.rpy	629	narrator "[what]"
chapter1_lab_noon_f706866b	neon	{=thoughts}Анна... Софи... Интересно, а что бы вы сказали мне сейчас?{/thoughts}	game/game-scripts/chapters/chapter_1.rpy	641	neon "[what]"
chapter1_lab_noon_60654845	narrator	С новой решимостью Неон вернулась к докладу. Ручка оставила на бумаге первую строчку: \n 'Доклад об обнаружении и анализе аномального когерентного сигнала из сектора Дельта-4.'	game/game-scripts/chapters/chapter_1.rpy	643	narrator "[what]"
chapter1_lab_noon_cec91677	narrator	В раздумьях, она писала дальше, увлеченная работой.	game/game-scripts/chapters/chapter_1.rpy	643	narrator "[what]"
chapter1_lab_noon_f3415025	neon	'{=thoughts}...устойчивая повторяемость паттерна указывает на неслучайный характер источника. Первичный анализ исключает известные астрофизические феномены, такие как пульсары или квазары...{/thoughts}'	game/game-scripts/chapters/chapter_1.rpy	650	neon "[what]"
chapter1_lab_noon_9e38632c	narrator	Неслучайный. Как и ее собственный путь сюда, в сердце Альп, к этому открытию.	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_abedcb84	narrator	Хотя иногда ей казалось, что вся ее жизнь до этого момента была чередой случайностей и серых будней.	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_2407ea6b	narrator	Особенно там, в той маленькой деревушке у подножия гор, где прошло ее детство и юность. \n До Цюриха. \n До звезд.	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_145ace71	narrator	Откуда вообще взялся этот зов, это почти фанатичное стремление к звездам?	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_33827e07	narrator	Она и сама совсем не понимает.	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_96344b20	narrator	Частичные осколки прошлого мимолетно пролетают перед её глазами, но их недостаточно, чтобы составить полноценную картину.	game/game-scripts/chapters/chapter_1.rpy	652	narrator "[what]"
chapter1_lab_noon_4a6949e5	narrator	Неон глубоко вздохнула, отгоняя холодные тени прошлого. Она здесь. Она вырвалась. И она нашла... не ответ, нет, а первый ключ к разгадке.	game/game-scripts/chapters/chapter_1.rpy	676	narrator "[what]"
chapter1_lab_noon_6e9925a4	narrator	Она снова посмотрела на исписанный лист. 'Первичный анализ исключает известные астрофизические феномены...'	game/game-scripts/chapters/chapter_1.rpy	677	narrator "[what]"
chapter1_lab_noon_be9bed38	narrator	Даже сейчас, окруженная чудесами науки и техники, она иногда чувствовала себя той же девчонкой с синими волосами, смотрящей на звезды из окна своей комнаты в глухой провинции…	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_c8a44ecd	narrator	Но теперь у нее был шанс это изменить.	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_c10b7308	narrator	Она решительно встряхнула головой. Хватит копаться в прошлом. Сейчас важно настоящее.	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_b2823309	narrator	Важно донести свое открытие до этих скептиков из ученого совета.	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_45d0a36c	narrator	Она снова взялась за ручку, но теперь писала с новой, почти отчаянной решимостью. Нужно было закончить. Нужно доказать	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_cb55bcf3	narrator	Ручка царапала бумагу. Почерк становился все более неровным, торопливым. Она взглянула на часы – время поджимало.	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_7b550ce0	narrator	'...основываясь на вышеизложенных данных, мы с высокой степенью вероятности можем утверждать о искусственном происхождении сигнала...'	game/game-scripts/chapters/chapter_1.rpy	684	narrator "[what]"
chapter1_lab_noon_415ae82b	narrator	Она обвела эту фразу несколько раз. Ключевой момент.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_070b3885	narrator	Осталось сформулировать заключение и возможные направления для дальнейших исследований.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_42df139b	narrator	Мелькнула мысль о Маркусе и его странном визите к начальству. И об Алекс, которая сейчас корпит над ее рутинными отчетами. Все казалось каким-то неправильным, смещенным.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_1000db13	narrator	Но времени на рефлексию не было. Только вперед. К собранию.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_ca4110fe	narrator	Наконец, она поставила последнюю точку. Дрожащей рукой отложила ручку.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_a0917ac3	narrator	Перед ней лежало несколько листов бумаги, густо исписанных ее угловатым почерком. Это было все, что отделяло ее от триумфа или полного провала.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_b1d7fd69	narrator	Она быстро пробежала глазами текст, морщась на особенно корявые места. Сможет ли она сама это разобрать, когда придет время говорить? Смогут ли они это понять?	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_01299236	narrator	Неон собрала листы, стараясь придать им хоть какой-то вид, сложила их вдвое. Встала, чувствуя, как затекли ноги и спина.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_bf3f35c6	narrator	Библиотека все так же хранила тишину, но теперь эта тишина казалась Неон напряженной, как натянутая струна.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_lab_noon_0516b761	narrator	Она вышла из библиотеки и направилась к лифтам, ведущим на верхние уровни – туда, где располагался административный блок и главные конференц-залы.	game/game-scripts/chapters/chapter_1.rpy	703	narrator "[what]"
chapter1_meeting_start_a02383c9	narrator	Коридоры здесь были шире, отделка – дороже. Вместо линолеума – ковровые дорожки, вместо пластиковых панелей – отделка под дерево.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_e7719191	narrator	Тишина здесь была другой – не производственной, а властной.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_26290967	narrator	Она прошла мимо застекленных кабинетов с табличками: \n 'Финансовый директор' \n 'Отдел кадров' \n 'Юридическая служба'	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_59ce7ea1	narrator	Сотрудники в строгих костюмах мелькали за стеклами, не обращая на нее внимания.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_403afb83	narrator	Вот и он – большой зал заседаний номер один.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_be5e3e8f	narrator	Обычно здесь проходили общие собрания или встречи с важными гостями. Странно, что для обычного ученого совета выбрали его.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_613bbf13	narrator	Тяжелая дубовая дверь с медной табличкой 'Конференц-зал №1'.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_3b7cc1cd	narrator	Неон на мгновение замерла перед ней, собираясь с духом. Сделала глубокий вдох, стараясь унять бешено колотящееся сердце.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_c59fec3b	narrator	Сейчас или никогда.	game/game-scripts/chapters/chapter_1.rpy	730	narrator "[what]"
chapter1_meeting_start_90953133	narrator	Собрав всю волю в кулак, Неон толкнула тяжелую дверь и шагнула внутрь.	game/game-scripts/chapters/chapter_1.rpy	753	narrator "[what]"
chapter1_meeting_start_b46fa358	narrator	Ее глазам предстал не привычный зал для научных семинаров, а просторное, официально обставленное помещение	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_9ae0c74e	narrator	В центре – массивный овальный стол из темного полированного дерева, окруженный дорогими кожаными креслами.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_6a6881b3	narrator	В дальнем конце комнаты – большой проекционный экран, пока еще темный.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_bc99899c	narrator	Панорамные окна задернуты тяжелыми шторами, создавая приглушенное, деловое освещение.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_f48892ec	narrator	Это был главный конференц-зал, предназначенный для встреч с инвесторами и советом директоров. Сердце Неон тревожно екнуло. Что-то не так.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_6966bf81	narrator	За столом уже сидели люди. Она узнала генерального директора – господина Эриха Бауманна, мужчину средних лет с цепким взглядом и репутацией жесткого, но эффективного руководителя.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_6a73974f	narrator	Рядом с ним – ее непосредственный начальник, руководитель исследовательского отдела, доктор Ульирх Грубенманн, хмурый и как всегда непроницаемый.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_5445d989	narrator	Но что поразило Неон больше всего – это остальные присутствующие. Несколько незнакомых лиц в дорогих костюмах, внимательно изучающих какие-то бумаги. Совет директоров.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_5caab045	narrator	И несколько ведущих ученых из других отделов, которых редко можно было увидеть на рядовых обсуждениях.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_52d27f41	narrator	Алекс здесь, конечно, не было. Это собрание явно выходило за рамки обычного отчета.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_2d37182c	narrator	Зачем? Почему ее не предупредили о смене формата?	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_c5c998ed	narrator	Ее доклад, наспех набросанный на нескольких листках бумаги, предназначался для коллег-ученых, а не для этих акул бизнеса.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_15b4261e	narrator	Мысль о том, как она будет выглядеть, зачитывая свои каракули перед этой респектабельной публикой, заставила ее похолодеть. Это было бы не просто непрофессионально – это было бы унизительно.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_521cd598	narrator	Она застыла у входа, чувствуя себя нелепой и совершенно неуместной, сжимая в руке свою жалкую стопку бумаг.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_c0ebe721	narrator	Бауманн, увидев Неон улыбнулся, жестикуляцией приглашая Неон в зал.	game/game-scripts/chapters/chapter_1.rpy	760	narrator "[what]"
chapter1_meeting_start_27a25a7c	ceo	А, доктор Неон. Рады вас видеть. Прошу, проходите, мы как раз вас ожидали.	game/game-scripts/chapters/chapter_1.rpy	792	ceo "[what]"
chapter1_meeting_start_893cf64c	ceo	Господин Вютрих приберег для вас место.	game/game-scripts/chapters/chapter_1.rpy	792	ceo "[what]"
chapter1_meeting_start_a95e2de3	narrator	Вютрих? Фамилия показалась смутно знакомой. Неон обвела взглядом присутствующих, пытаясь понять, о ком идет речь.	game/game-scripts/chapters/chapter_1.rpy	798	narrator "[what]"
chapter1_meeting_start_7eb05da9	narrator	И тут один из сидевших ближе к входу, спиной к ней, обернулся. Это был Маркус.	game/game-scripts/chapters/chapter_1.rpy	798	narrator "[what]"
chapter1_meeting_start_e5169e3a	narrator	Он был не в обычном лабораторном халате, а в строгом деловом костюме, который сидел на нем идеально. На его лице играла самодовольная улыбка.	game/game-scripts/chapters/chapter_1.rpy	804	narrator "[what]"
chapter1_meeting_start_133e46a8	narrator	Он хлопнул ладонью по пустому стулу рядом с собой и указательным пальцем недвусмысленно пригласил ее сесть.	game/game-scripts/chapters/chapter_1.rpy	804	narrator "[what]"
chapter1_meeting_start_ace198ef	narrator	Неон, все еще не до конца понимая происходящее, медленно подошла и опустилась на стул, перед этим тихо притворив за собой дверь.	game/game-scripts/chapters/chapter_1.rpy	804	narrator "[what]"
chapter1_meeting_start_2b31cf75	cro	Акхем! Итак, коллеги, объявляю внеочередное заседание совета директоров и ведущих научных сотрудников открытым	game/game-scripts/chapters/chapter_1.rpy	815	cro "[what]"
chapter1_meeting_start_cfd0de2b	cro	На повестке дня – потенциально революционное открытие в области поиска внеземных цивилизаций.	game/game-scripts/chapters/chapter_1.rpy	815	cro "[what]"
chapter1_meeting_start_b51f84fd	narrator	Маркус наклонился к Неон и прошептал ей на ухо, едва слышно перекрывая голос Грубенманна:	game/game-scripts/chapters/chapter_1.rpy	820	narrator "[what]"
chapter1_meeting_start_2d78d93b	marcus	{=whisper} Доктор Неон, при всем моем глубочайшем уважении... не будете ли вы возражать, если я выступлю первым? {/whisper}	game/game-scripts/chapters/chapter_1.rpy	822	marcus "[what]"
chapter1_meeting_start_fb26f539	marcus	{=whisper} У меня все готово, а мне сегодня еще нужно успеть в город по неотложным делам. {/whisper}	game/game-scripts/chapters/chapter_1.rpy	822	marcus "[what]"
chapter1_meeting_start_3afb91df	narrator	Мысли Неон путались. Формат собрания, присутствие Маркуса в костюме, его странная просьба... все это не укладывалось в голове.	game/game-scripts/chapters/chapter_1.rpy	827	narrator "[what]"
chapter1_meeting_start_34319898	neon	Твое выступление? Марк, я не знала, что ты ведешь какие-то самостоятельные исследования такого уровня...	game/game-scripts/chapters/chapter_1.rpy	829	neon shy "[what]"
chapter1_meeting_start_2aa9ecc5	neon	Ну... хорошо, если ты так просишь. Я даже с интересом послушаю.	game/game-scripts/chapters/chapter_1.rpy	830	neon "[what]"
chapter1_meeting_start_11c751db	neon	Но скажи, почему... почему такой формат? Это ведь не обычный научный совет?	game/game-scripts/chapters/chapter_1.rpy	831	neon neutral "[what]"
chapter1_meeting_start_956bce90	cro	...господин Маркус Вютрих, вам слово для презентации вашего открытия совету директоров.	game/game-scripts/chapters/chapter_1.rpy	833	cro "[what]"
chapter1_meeting_start_ecf7d926	narrator	Маркус уже не слушал ее последний вопрос. Он с готовностью выпрямился, его взгляд был устремлен на Грубенманна и Бауманна.	game/game-scripts/chapters/chapter_1.rpy	835	narrator "[what]"
chapter1_meeting_start_f8249a4f	marcus	Да, господин председатель, благодарю.	game/game-scripts/chapters/chapter_1.rpy	837	marcus suit_smug "[what]"
chapter1_meeting_start_2dcdfc8a	narrator	Неон почувствовала укол странной смеси облегчения и беспокойства. \n Облегчения – потому что Марк, ее тихий, исполнительный ассистент, кажется, наконец-то сделал что-то значительное. \n Беспокойства – потому что это означало, что ее собственное открытие может померкнуть на его фоне.	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_7ee8a565	narrator	И кто теперь будет ей помогать с рутиной?	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_ae16380d	narrator	Она представила, как Марк убеждает инвесторов, как под его проект выделяют финансирование... а ее исследования снова отодвинут на второй план.	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_fa54b598	narrator	Но она тут же отогнала эту мысль. Ее сигнал – настоящий, живой!	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_5af3f33e	narrator	Что мог открыть Марк, вчерашний аспирант, такого, что сравнилось бы с этим?	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_40753264	narrator	Она так думала... ровно до того момента, как Маркус начал говорить, а на большом экране за его спиной появилось изображение.	game/game-scripts/chapters/chapter_1.rpy	841	narrator "[what]"
chapter1_meeting_start_5ac99114	marcus	Уважаемые члены совета, коллеги!	game/game-scripts/chapters/chapter_1.rpy	858	marcus "[what]"
chapter1_meeting_start_f42e49ca	marcus	Для меня огромная честь сообщить вам, что в ходе моих независимых исследований мне удалось не только зафиксировать, но и успешно расшифровать сложный когерентный сигнал, который, по всем признакам, имеет искусственное внеземное происхождение!	game/game-scripts/chapters/chapter_1.rpy	858	marcus "[what]"
chapter1_meeting_start_f3f2309e	narrator	Маркус подключил свой ноутбук к проекционной системе.	game/game-scripts/chapters/chapter_1.rpy	865	narrator "[what]"
chapter1_meeting_start_112cefbf	narrator	На экране вспыхнул график. До боли знакомый график спектрального анализа, который Неон изучала последние недели, снился ей по ночам.	game/game-scripts/chapters/chapter_1.rpy	865	narrator "[what]"
chapter1_meeting_start_08eae245	narrator	Неон застыла. Воздух застрял в легких. Кровь отхлынула от лица, а потом бросилась обратно, обжигая щеки.	game/game-scripts/chapters/chapter_1.rpy	871	narrator "[what]"
chapter1_meeting_start_deebd54f	narrator	Это были {b}ЕЁ{/b} данные. {b}ЕЁ{/b} расчеты. {b}ЕЁ{/b} месяцы бессонных ночей и лихорадочной работы.	game/game-scripts/chapters/chapter_1.rpy	871	narrator "[what]"
chapter1_meeting_start_15d22194	narrator	Ее триумф, украденный и представленный этим... этим самозванцем!	game/game-scripts/chapters/chapter_1.rpy	871	narrator "[what]"
chapter1_meeting_start_a650dc4f	neon	Но... это же...	game/game-scripts/chapters/chapter_1.rpy	879	neon "[what]"
chapter1_meeting_start_5a24ba3c	narrator	Ее голос прозвучал слабо, но в наступившей тишине его услышали все. Взгляды немедленно обратились к ней.	game/game-scripts/chapters/chapter_1.rpy	881	narrator "[what]"
chapter1_meeting_start_828bb979	ceo	Да, доктор Неон? У вас есть комментарии?	game/game-scripts/chapters/chapter_1.rpy	886	ceo "[what]"
chapter1_meeting_start_fe362e86	narrator	Неон вскочила со стула, ее стул с неприятным скрипом отодвинулся назад. Она указала дрожащей рукой на экран. Лицо ее пылало.	game/game-scripts/chapters/chapter_1.rpy	889	narrator "[what]"
chapter1_meeting_start_0a7615ae	neon	Это моя работа! Я расшифровала этот сигнал! Это мои расчеты! Как они оказались у него?!	game/game-scripts/chapters/chapter_1.rpy	892	neon frustrated "[what]"
chapter1_meeting_start_e8376784	marcus	Доктор Неон, я понимаю ваше волнение. Возможно, вы работали над схожей проблемой.	game/game-scripts/chapters/chapter_1.rpy	896	marcus "[what]"
chapter1_meeting_start_561e7c4a	marcus	Но уверяю вас, эти результаты – плод исключительно моих собственных усилий и бессонных ночей.	game/game-scripts/chapters/chapter_1.rpy	896	marcus "[what]"
chapter1_meeting_start_b75043dd	marcus	Сегодня я проинформировал Господина Грубенманна о состоянии моего проекта и он убедился, что в нем нет ни одного случая плагиата.	game/game-scripts/chapters/chapter_1.rpy	896	marcus "[what]"
chapter1_meeting_start_aa653c8a	marcus	Доктор Неон, я осознаю, что наука – это конкурентная среда. Но не стоит обвинять других в своих неудачах.	game/game-scripts/chapters/chapter_1.rpy	896	marcus "[what]"
chapter1_meeting_start_706e357f	ceo	Доктор Неон, это очень серьезное обвинение. У вас есть какие-либо доказательства, подтверждающие ваши слова?	game/game-scripts/chapters/chapter_1.rpy	907	ceo "[what]"
chapter1_meeting_start_3eb7c435	neon	Я... я как раз собиралась представить эти данные сегодня! У меня есть... доклад!	game/game-scripts/chapters/chapter_1.rpy	909	neon shy "[what]"
chapter1_meeting_start_f2df183d	narrator	Она лихорадочно подняла свою стопку исписанных листов.	game/game-scripts/chapters/chapter_1.rpy	911	narrator "[what]"
chapter1_meeting_start_ed213787	neon	Но я... я не знала, что формат собрания изменится... Я думала, это будет обычное научное обсуждение...	game/game-scripts/chapters/chapter_1.rpy	913	neon "[what]"
chapter1_meeting_start_af72f91a	cro	Доктор Неон! Прекратите этот балаган! Вы мешаете докладчику и дискредитируете себя.	game/game-scripts/chapters/chapter_1.rpy	917	cro "[what]"
chapter1_meeting_start_a134fbf7	cro	Во-первых, где официальные отчеты о ваших исследованиях за последний квартал, подписанные и сданные в установленный срок – сегодня до полудня? \n Их нет. Следовательно, официально, для руководства вы {i}ничем конкретным{/i} не занимались.	game/game-scripts/chapters/chapter_1.rpy	917	cro "[what]"
chapter1_meeting_start_a5022500	cro	Во-вторых, вы сами только что признались, что ваша 'презентация' не готова для такого уровня. \n Вы пришли на заседание совета директоров с... с... какими-то черновиками? Вы вообще понимаете, где находитесь и каков регламент?	game/game-scripts/chapters/chapter_1.rpy	917	cro "[what]"
chapter1_meeting_start_ab6cb91a	narrator	Щеки Неон горели от стыда и бессильной ярости. Слова Грубенманна били наотмашь.	game/game-scripts/chapters/chapter_1.rpy	928	narrator "[what]"
chapter1_meeting_start_cfb37ea8	ceo	Иоганн Грубенманн, достаточно. Давайте не будем накалять обстановку.	game/game-scripts/chapters/chapter_1.rpy	930	ceo "[what]"
chapter1_meeting_start_293c40d7	ceo	Господин Вютрих, вы упомянули, что заходили ко мне сегодня утром. Это действительно так.	game/game-scripts/chapters/chapter_1.rpy	930	ceo "[what]"
chapter1_meeting_start_537bf507	ceo	Он представил мне предварительные данные, и они показались мне настолько впечатляющими, что я счел необходимым немедленно созвать этот совет.	game/game-scripts/chapters/chapter_1.rpy	930	ceo "[what]"
chapter1_meeting_start_5c48e94e	ceo	Продолжайте, пожалуйста, вашу презентацию.	game/game-scripts/chapters/chapter_1.rpy	930	ceo "[what]"
chapter1_meeting_start_8de25299	narrator	Вот оно что. \n	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_b84631e7	narrator	Маркус не просто украл ее данные – он провернул все это у нее за спиной, подготовился, обеспечил себе поддержку на самом верху.	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_9c2aa046	narrator	Теперь понятно его утреннее отсутствие, его визит к директору, его желание выступить первым.	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_240df3ec	narrator	Непонятно было только одно: \n Как? Как он получил доступ к ее последним, самым свежим наработкам? Флешка? Но он не мог...	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_6515220c	narrator	Все дальнейшее выступление Маркуса прошло для Неон как в тумане.	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_aeb70d03	narrator	Слова, графики, восторженные комментарии директоров – все это сливалось в один невыносимый белый шум.	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_start_87f19d43	narrator	Она сидела, раздавленная, обманутая, опустошенная. Ее открытие, ее мечта – все было растоптано.	game/game-scripts/chapters/chapter_1.rpy	943	narrator "[what]"
chapter1_meeting_aftermath_hallway_9d62c649	narrator	Неон не помнила, как вышла из зала. Кажется, она просто встала и, не глядя ни на кого, пошла к двери, когда поняла, что ее присутствие там – фарс, издевательство.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_c53894fb	narrator	Она опустилась на мягкий диван в коридоре, прямо напротив конференц-зала.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_2aebb9be	narrator	В ушах все еще стоял гул – смесь голоса Маркуса, комментариев директоров и ее собственных бессвязных мыслей.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_8cb92d73	narrator	Пустота. Ледяная, всепоглощающая пустота. Ее мечта, ее годы труда – все обратилось в прах, украдено и растоптано.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_f915d06b	narrator	Ее доклад, эти несколько исписанных листов, так и остались лежать на столе в зале. Какая теперь разница?	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_57e26ede	narrator	Унижение. Такого острого, всепроникающего унижения она не чувствовала... давно.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_5a6e35d0	narrator	Она снова почувствовала себя той девочкой. Маленькой, другой, неправильной. Белой вороной с синими перьями.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_e54b8944	narrator	Белый шум в ушах начал меняться, обретая знакомые, ненавистные нотки... тишина школьного класса перед началом урока, нарушаемая только перешептываниями.	game/game-scripts/chapters/chapter_1.rpy	966	narrator "[what]"
chapter1_meeting_aftermath_hallway_4a430b0c	alex	Эй?! Неон?! Ты чего тут сидишь? Все нормально?	game/game-scripts/chapters/chapter_1.rpy	991	alex "[what]"
chapter1_meeting_aftermath_hallway_f337f759	narrator	Неон испугалась, очнувшись посреди коридора на мягком диване. Она заснула?	game/game-scripts/chapters/chapter_1.rpy	993	narrator "[what]"
chapter1_meeting_aftermath_hallway_4189971b	neon	Нормально? Ты издеваешься, Алекс?	game/game-scripts/chapters/chapter_1.rpy	995	neon frustrated "[what]"
chapter1_meeting_aftermath_hallway_eacc4e8c	alex	Эй, я просто спросила... Что случилось? Тебя там... разнесли на совете?	game/game-scripts/chapters/chapter_1.rpy	996	alex @ serious "[what]"
chapter1_meeting_aftermath_hallway_4a912a37	neon	Разнесли? Меня {b}ограбили{/b}! Марк... этот ублюдок... он украл мое открытие! Все, до последней цифры! И представил как свое!	game/game-scripts/chapters/chapter_1.rpy	998	neon "[what]"
